ocid,fecha_compilacion,segmento_mes,tender_id,nomenclatura,descripcion,metodo_ocds,tipo_procedimiento,categoria,monto_referencial,moneda,monto_referencial_pen,fecha_convocatoria,n_postores_declarado,info_protegida_por_ley,presupuesto,comprador_id,comprador_nombre,archivo_mes,n_releases,fecha_primer_release,fecha_ultimo_release,departamento_raw,provincia_raw,distrito_raw,n_postores_filas,n_postores_unicos,n_adjudicaciones,monto_adjudicado,proveedores,proveedores_ids,n_contratos,monto_contratado,fecha_primer_contrato
ocds-dgv273-seacev3-1239740,2026-09-23T10:18:07.790516-05:00,2026-08,1239740,CP-ABR-1-2026-MDY-C-1,"Contratación de la supervisión de ejecución de obra: RENOVACION DE PUENTE Y PUENTE; EN EL(LA) CAMINO VECINAL PU-590 (PUENTE BETASMAYO Y PUENTE LIMPUCUNI), TRAMO: EMP. PU-109 (YANAHUAYA) ¿ RIO TAMBOPATA - LLAMILLAMI. EN EL CENTRO POBLADO LIMPUCUNI (HUAYRAPATA), DISTRITO DE YANAHUAYA, PROVINCIA SANDIA, DEPARTAMENTO PUNO con CUI 2686901",,Concurso Público Abreviado,services,141440.09,PEN,141440.09,2026-08-07T20:52:00-05:00,11.0,False,,PE-CONSUCODE-1729,MUNICIPALIDAD DISTRITAL DE YANAHUAYA,2026-08,20,2026-08-10T10:05:41.471488-05:00,2026-09-23T10:18:07.790516-05:00,PUNO,SANDIA,YANAHUAYA,11,11,1,141440.09,SANCHEZ QUISPE JUAN MILAN,PE-RUC-10422724295,0,,
ocds-dgv273-seacev3-1238763,2026-09-23T10:18:07.776737-05:00,2026-08,1238763,SIE-SIE-4-2026-DEC/MDRN-1,"CONTRATACIÓN DE SUMINISTRO DE COMBUSTIBLE, DIESEL B5 S50 PARA EL PLAN DE MANTENIMIENTO DE VIAS RURALES 2026 DEL DISTRITO DE RIO NEGRO, PROVINCIA DE SATIPO, REGION JUNIN",open,Subasta Inversa Electrónica,goods,451657.5,PEN,451657.5,2026-08-04T19:09:00-05:00,2.0,False,958620.0,PE-CONSUCODE-1161,MUNICIPALIDAD DISTRITAL DE RIO NEGRO,2026-08,11,2026-08-05T10:26:25.823393-05:00,2026-09-23T10:18:07.776737-05:00,JUNIN,SATIPO,RIO NEGRO,2,2,1,506962.5,SERVICENTRO CRISNEYA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PE-RUC-20610959432,1,506962.5,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1243227,2026-09-23T10:18:07.756818-05:00,2026-08,1243227,LP-ABR-231-2026-GR PUNO/OC-1,"ADQUISICIÓN DE EQUIPOS DE MOLIENDA, PULVERIZACIÓN Y MEZCLADO SEGÚN REQUERIMIENTO Y ESPECIFICACIONES TÉCNICAS, PARA EL PROYECTO: MEJORAMIENTO DE LA PRODUCCIÓN DE DERIVADOS DE QUINUA EN HARINA EXTRUIDA Y POP EXTRUIDO DE LA EMPRESA CORPORACIÓN DALSAR SOCIEDAD ANÓNIMA CERRADA DE PUNO - PUNO - PUNO.",,Licitación Pública Abreviada,goods,0.0,PEN,0.0,2026-08-20T17:17:00-05:00,,True,,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-08,16,2026-08-21T10:31:12.103269-05:00,2026-09-23T10:18:07.756818-05:00,PUNO,PUNO,PUNO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1242083,2026-09-23T10:18:07.741836-05:00,2026-08,1242083,SIE-SIE-23-2026-OC/MDT-1,"ADQUISICION DE CEMENTO TIPO IP (42.5 KG) PARA EL PROYECTO:"" MEJORAMIENTO Y AMPLIACION DEL ACCESO VIAL A LOS SECTORES DE LA PASCANA Y CHACANE, DISTRITO DE TORATA - MARISCAL NIETO - MOQUEGUA"" CON CUI 2300056.",open,Subasta Inversa Electrónica,goods,63958.83,PEN,63958.83,2026-08-17T19:26:00-05:00,8.0,False,63985.83,PE-CONSUCODE-1540,MUNICIPALIDAD DISTRITAL DE TORATA,2026-08,15,2026-08-18T10:20:58.734904-05:00,2026-09-23T10:18:07.741836-05:00,MOQUEGUA,MARISCAL NIETO,TORATA,8,8,1,62475.0,GRUPO SANTA FE SOCIEDAD ANONIMA CERRADA - GRUPO SANTA FE S.A.C.,PE-RUC-20511037001,1,62475.0,2026-09-22T00:00:00-05:00
ocds-dgv273-seacev3-1246079,2026-09-23T10:18:07.583016-05:00,2026-08,1246079,CP-ABR-2-2026-MDM-1,"SERVICIO DE INSTALACIÓN DE CARPETA ASFÁLTICA EN FRÍO EN EL SECTOR LAS PALMERAS Y TORRES DE SAN BORJA, DISTRITO DE MOCHE, PROVINCIA DE TRUJILLO ¿ LA LIBERTAD",,Concurso Público Abreviado,services,289169.12,PEN,289169.12,2026-08-31T19:51:00-05:00,4.0,False,,PE-CONSUCODE-1196,MUNICIPALIDAD DISTRITAL DE MOCHE,2026-08,13,2026-09-01T10:23:58.702820-05:00,2026-09-23T10:18:07.583016-05:00,LA LIBERTAD,TRUJILLO,MOCHE,4,4,1,288935.17,KAYABE S.A.C.,PE-RUC-20607100480,0,,
ocds-dgv273-seacev3-1246042,2026-09-23T10:18:07.542781-05:00,2026-08,1246042,LP-SM-2-2026-DSRTC-CH-1,"ADQUISICION DE AGREGADO MINERAL PARA ASFALTO PARA EL PROYECTO: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA VIA VECINAL AP-541, DESDE EL EMP. 3S (TOTORABAMBA), Y LA VIA VECINAL AP-549 (COCHARCAS), DE LOS DISTRITOS DE ANCO_HUALLO, COCHARCAS DE LA PROVINCIA DE CHINCHEROS DEL DEP",open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-31T18:20:00-05:00,,True,,PE-CONSUCODE-10407,GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES CHANKA,2026-08,9,2026-09-01T10:23:58.659592-05:00,2026-09-23T10:18:07.542781-05:00,APURIMAC,ABANCAY,ABANCAY,0,0,0,,,,0,,
ocds-dgv273-seacev3-1238201,2026-09-23T10:18:07.524469-05:00,2026-06,1238201,LP-ABR-22-2026-MDCC-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA - IOARR: CONSTRUCCION DE SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y CONEXION DOMICILIARIA DE ALCANTARILLADO; EN EL(LA) ASOCIACIÓN AGRUPACION DE VIVIENDA SAN PEDRO DEL CONO NORTE DISTRITO DE CERRO COLORADO, AREQUIPA - AREQUIPA, CUI 2695684",,Licitación Pública Abreviada,works,636474.57,PEN,636474.57,2026-06-03T16:59:00-05:00,25.0,False,636474.57,PE-CONSUCODE-399,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,2026-06,11,2026-08-04T10:21:47.911519-05:00,2026-09-23T10:18:07.524469-05:00,AREQUIPA,AREQUIPA,CERRO COLORADO,25,25,1,636474.57,CONSORCIO CRISMA,PE-RUC-1817020,1,636474.57,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-1237194,2026-09-23T10:18:07.482078-05:00,2026-07,1237194,CP-ABR-16-2026-MPH-BCA/C-1,"CONTRATACION DEL SERVICIO DE CONSUILTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. 575 DE CENTRO POBLADO HUANGAMARCA, CASERÍO LICLIPAMPA DISTRITO DE BAMBAMARCA DE LA PROVINCIA DE HUALGAYOC DEL DEPARTAMENTO DE CAJAMARCA",,Concurso Público Abreviado,services,89000.0,PEN,89000.0,2026-07-31T15:38:00-05:00,13.0,False,89000.0,PE-CONSUCODE-685,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA,2026-07,18,2026-08-01T10:19:37.063626-05:00,2026-09-23T10:18:07.482078-05:00,CAJAMARCA,HUALGAYOC,BAMBAMARCA,13,13,1,88999.91,CONSORCIO NUÑEZ,PE-RUC-1824840,1,88999.91,2026-09-15T00:00:00-05:00
ocds-dgv273-seacev3-2026-2378-68,2026-09-23T10:18:07.466616-05:00,2026-07,1236176,LP-ABR-11-2026-EPSEL S.A.-1,ADQUISICIÓN DE TAPAS CA MARCOS FF CA PARA OFICINA DE RECOLECCION,,Licitación Pública Abreviada,goods,389035.5,PEN,389035.5,2026-07-22T16:37:00-05:00,8.0,False,,PE-CONSUCODE-2378,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE LAMBAYEQUE S.A.,2026-07,12,2026-07-23T10:30:34.403448-05:00,2026-09-23T10:18:07.466616-05:00,LAMBAYEQUE,CHICLAYO,CHICLAYO,8,8,2,263615.25,GRUPO INCCOSAC SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA | SADICE S.A.C.,PE-RUC-20602161537 | PE-RUC-20613248227,0,,
ocds-dgv273-seacev3-1244985,2026-09-23T10:18:07.420899-05:00,2026-08,1244985,CP-ABR-5-2026-MPH-CS-1,"CONTRATACIÓN DE SERVICIO DE ALQUILER DE CAMION VOLQUETE DE 15 M3 PARA LA EJECUCIÓN DE LA OBRA: ¿RENOVACION DE SUPERFICIE DE RODADURA; EN EL(LA) TRAMO EMP. SM- 103 (LA DIVISORIA) - EMP. SM-103 - EMP. R220440 LOS ANGELES DISTRITO DE SAPOSOA, PROVINCIA HUALLAGA, DEPARTAMENTO SAN MARTIN¿, CON CUI N° 268",,Concurso Público Abreviado,services,129200.0,PEN,129200.0,2026-08-26T22:57:00-05:00,8.0,False,,PE-CONSUCODE-1762,MUNICIPALIDAD PROVINCIAL DE HUALLAGA - SAPOSOA,2026-08,18,2026-08-27T10:33:26.138650-05:00,2026-09-23T10:18:07.420899-05:00,SAN MARTIN,HUALLAGA,SAPOSOA,8,8,1,120000.0,INVERSIONES PACHIZA SAC,PE-RUC-20481880280,0,,
ocds-dgv273-seacev3-1240472,2026-09-23T10:18:07.342043-05:00,2026-08,1240472,CONV-PROC-40-2026-UNI-1,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INSTALACIONES ELÉCTRICAS,open,Convenio,services,29000.4,PEN,29000.4,2026-08-12T22:22:00-05:00,5.0,False,,PE-CONSUCODE-1891,UNIVERSIDAD NACIONAL DE INGENIERIA,2026-08,30,2026-08-13T10:28:41.791129-05:00,2026-09-23T10:18:07.342043-05:00,LIMA,LIMA,LIMA,5,5,0,,,,0,,
ocds-dgv273-seacev3-1240478,2026-09-23T10:18:07.326689-05:00,2026-08,1240478,CP-ABR-2-2026-MDSH/CS-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA: RENOVACION DE PUENTE EN EL (LA) CAMINO VECINAL R220753 NUEVO PROGRESO DISTRITO DE SHAMBOYACU, PROVINCIA DE PICOTA, DEPARTAMENTO DE SAN MARTIN",,Concurso Público Abreviado,services,107365.31,PEN,107365.31,2026-08-11T19:08:00-05:00,6.0,False,107365.31,PE-CONSUCODE-1820,MUNICIPALIDAD DISTRITAL DE SHAMBOYACU,2026-08,19,2026-08-12T10:30:48.319736-05:00,2026-09-23T10:18:07.326689-05:00,SAN MARTIN,PICOTA,SHAMBOYACU,6,6,1,90400.0,CONSORCIO SUPERVISOR NUEVO PROGRESO,PE-RUC-1823985,1,90400.0,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1241636,2026-09-23T10:18:07.308534-05:00,2026-08,1241636,LP-ABR-23-2026-CS-MM-1,ADQUISICION DE CONDUCTOR DE COBRE ELECTRICO TIPO N2XOH DE 7 HILOS PARA EL SISTEMA DE ALUMBRADO ORNAMENTAL DE LOS PARQUES DEL DISTRITO DE MIRAFLORES.,,Licitación Pública Abreviada,goods,1879200.0,PEN,1879200.0,2026-08-14T17:11:00-05:00,22.0,False,1879200.0,PE-CONSUCODE-1328,MUNICIPALIDAD DISTRITAL DE MIRAFLORES - LIMA,2026-08,24,2026-08-15T10:17:52.643638-05:00,2026-09-23T10:18:07.308534-05:00,LIMA,LIMA,MIRAFLORES,22,22,1,1050000.0,CONSORCIO ELECTRO H&M,PE-RUC-1827338,1,1050000.0,2026-09-21T00:00:00-05:00
ocds-dgv273-seacev3-1243702,2026-09-23T10:18:07.246227-05:00,2026-08,1243702,LP-ABR-7-2026-CS/MDSA-1,"ADQUISICION COMPLEMENTARIA DE BOLSAS POLIETILENO BIODEGRADABLES DE 140 LITROS PARA LA RECOLECCION DE RESIDUOS SOLIDOS EN CALLES, AVENIDAS Y ESPACIOS PUBLICOS",,Licitación Pública Abreviada,goods,484750.0,PEN,484750.0,2026-08-21T20:38:00-05:00,18.0,False,484750.0,PE-CONSUCODE-1343,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,2026-08,20,2026-08-22T10:45:08.420872-05:00,2026-09-23T10:18:07.246227-05:00,LIMA,LIMA,SANTA ANITA,18,18,1,484500.0,CONSORCIO MAURIFER SAC/CORPORACION ASCHLOCK EIRL,PE-RUC-1828177,1,484500.0,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-2543-447,2026-09-23T10:18:07.239471-05:00,2026-08,1242609,LP-SM-7-2026-ESSALUD/RPL-1,ADQUISICIÓN DE REACTIVOS DE CITOMETRIA DE FLUJO CON EQUIPO EN CALIDAD DE COMODATO SERVICIO DE PATOLOGIA CLINICA HNAAA- RPL,open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-19T18:47:00-05:00,,True,,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08,10,2026-08-20T10:31:25.126306-05:00,2026-09-23T10:18:07.239471-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1234346,2026-09-23T10:18:07.221994-05:00,2026-07,1234346,LP-ABR-7-2026-VIVIENDA-OGA-UE-1,ADQUISICIÓN DE SERVIDOR,,Licitación Pública Abreviada,goods,359000.0,PEN,359000.0,2026-07-15T21:21:00-05:00,31.0,False,,PE-CONSUCODE-200022,"MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO - Administración General",2026-07,39,2026-07-16T10:26:15.266999-05:00,2026-09-23T10:18:07.221994-05:00,LIMA,LIMA,SAN ISIDRO,31,31,1,252500.0,TECH4ALLPERU SOCIEDAD ANONIMA CERRADA,PE-RUC-20507241400,0,,
ocds-dgv273-seacev3-1242262,2026-09-23T10:18:07.179698-05:00,2026-08,1242262,LP-ABR-115-2026-OC/GR  PUNO-2,"ADQUISICIÓN DE FILLER SILICO, SEGÚN REQUERIMIENTO Y ESPECIFICACIONES TECNICAS PARA LA META: MEJORAMIENTO DE LA CARRETERA PU 147, EMP. PE-341 JIPATA ¿ EMP. PE-341 MOHO, DISTRITO DE MOHO ¿ PROVINCIA DE MOHO ¿ DEPARTAMENTO DE PUNO.",,Licitación Pública Abreviada,goods,0.0,PEN,0.0,2026-08-25T19:45:00-05:00,,True,,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-08,9,2026-08-26T10:29:18.771874-05:00,2026-09-23T10:18:07.179698-05:00,PUNO,PUNO,PUNO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1249992,2026-09-23T10:18:07.165513-05:00,2026-08,1249992,CP-ABR-1-2026-MDAU/CS-1,SUPERVISION DE OBRA: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA LOCALIDAD DE ULLULLUCO DEL DISTRITO DE ALFONSO UGARTE - PROVINCIA DE SIHUAS - DEPARTAMENTO DE ANCASH CON CUI 2472703,,Concurso Público Abreviado,services,164268.0,PEN,164268.0,2026-08-27T19:27:00-05:00,11.0,False,,PE-CONSUCODE-281,MUNICIPALIDAD DISTRITAL DE ALFONSO UGARTE,2026-08,3,2026-09-15T10:09:52.497519-05:00,2026-09-23T10:18:07.165513-05:00,ANCASH,SIHUAS,ALFONSO UGARTE,11,11,1,164268.0,CONSORCIO CONSULTORES,PE-RUC-1832141,0,,
ocds-dgv273-seacev3-1243859,2026-09-23T10:18:07.078493-05:00,2026-08,1243859,CP-ABR-21-2026-C-MPC-1,"CONCURSO PUBLICO ABREVIADO No 021-2026-C-MPC-1, para la CONTRATACION DEL SERVICIO DE RECOLECCION, TRANSPORTE Y DISPOSICION FINAL DE RESIDUOS NO PELIGROSOS (ORGANICOS) NO MUNICIPALES PARA LA ACTIVIDAD (0148) ¿ CAMAL MUNICIPAL",,Concurso Público Abreviado,services,97550.0,PEN,97550.0,2026-08-24T13:32:00-05:00,2.0,False,,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,2026-08,12,2026-08-25T10:17:45.004544-05:00,2026-09-23T10:18:07.078493-05:00,CUSCO,CUSCO,CUSCO,2,2,1,119500.0,JC GLASS INGENIERIAS Y SOLUCIONES SOCIEDAD ANONIMA CERRADA,PE-RUC-20600533712,0,,
ocds-dgv273-seacev3-1239601,2026-09-23T10:18:07.071619-05:00,2026-08,1239601,SEL-PROC-8-2026-OTL / PETROPERU-2,SERVICIO DE ELABORACIÓN Y APROBACIÓN DE PLAN DE ABANDONO DE UN SISTEMA DE TRANSMISIÓN ELÉCTRICA DE 33 KV DESDE MALACAS HASTA REFINERÍA TALARA,open,Adjudicación Selectiva,services,0.0,PEN,0.0,2026-08-07T16:56:00-05:00,,True,,PE-CONSUCODE-2433,PETROLEOS DEL PERU S.A.,2026-08,13,2026-08-18T10:20:56.816390-05:00,2026-09-23T10:18:07.071619-05:00,LIMA,LIMA,SAN ISIDRO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1232435,2026-09-23T10:18:07.046682-05:00,2026-07,1232435,CP-ABR-26-2026-GRA/GRTC-1,"MANTENIMIENTO PERIODICO DE LA VÍA DEPARTAMENTAL NO PAVIMENTADA AR-105; TRAMO: MAGHUANCA (KM 307+471) - HATUNHUASI - YURAJ YURAJ - HUARCAYA - CULIPAMPA (KM 421+530); PROVINCIA DE LA UNION, DEPARTAMENTO DE AREQUIPA. LONG. 114.059 KM",,Concurso Público Abreviado,services,5702950.0,PEN,5702950.0,2026-07-17T18:54:00-05:00,80.0,False,,PE-CONSUCODE-10419,GOBIERNO REGIONAL DE AREQUIPA - GERENCIA REGIONAL DE TRANSPORTES Y COMUNICACIONES,2026-07,33,2026-07-18T10:18:31.056273-05:00,2026-09-23T10:18:07.046682-05:00,AREQUIPA,AREQUIPA,PAUCARPATA,80,80,2,10835605.0,CONSORCIO VIAL CULIPAMPA | UNIVERSAL CONSULT E.I.R.L.,PE-RUC-1819163 | PE-RUC-20448447023,0,,
ocds-dgv273-seacev3-1242743,2026-09-23T10:18:06.964530-05:00,2026-08,1242743,LP-SM-1-2026-UTES N°6 S.P.T.-1,ADQUISICION DE REACTIVOS DE BIOQUIMICA CON EQUIPOS EN CESION DE USO PARA LA RED DE PATOLOGIA CLINICA DE LA RED DE SALUD TRUJILLO,open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-19T16:16:00-05:00,,True,,PE-CONSUCODE-10510,GOBIERNO REGIONAL DE LA LIBERTAD-SALUD UTES TRUJILLO ESTE,2026-08,19,2026-08-20T10:31:25.179305-05:00,2026-09-23T10:18:06.964530-05:00,LA LIBERTAD,TRUJILLO,TRUJILLO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1237956,2026-09-23T10:18:06.947624-05:00,2026-08,1237956,CP-ABR-1-2026-UNAJ/OC-1,"CONTRATACIÓN DE SERVICIO DE LIMPIEZA EDUCATIVA PARA LAS INSTALACIONES ADMNISTRATIVAS (OFICINA, LABORATORIO, AULAS, PASADIZOS Y SSHH) A TODO  COSTO DE LAS ESCUELAS PROFESIONALES EN LA SEDE AYABACAS, EDIFICIO ACADEMICO, EDIFICIO BIENESTAR UNIVERSITARIO Y AUDITORIUM MAGNO DE LA SEDE CAPILLA DE LA UNIVERSIDAD NACIONAL DE JULIACA.",,Concurso Público Abreviado,services,266000.0,PEN,266000.0,2026-08-03T15:33:00-05:00,29.0,False,,PE-CONSUCODE-200393,UNIVERSIDAD NACIONAL DE JULIACA,2026-08,16,2026-08-04T10:21:47.803070-05:00,2026-09-23T10:18:06.947624-05:00,PUNO,SAN ROMAN,JULIACA,29,29,1,199990.0,COMPANY OF INTERMEDIATION LABOR SOCIEDAD ANONIMA CERRADA - COMPANY OF INTERMEDIATION LABOR S.A.C.,PE-RUC-20603314752,0,,
ocds-dgv273-seacev3-1237527,2026-09-23T10:18:06.932016-05:00,2026-07,1237527,LP-ABR-10-2026-MDT/C-1,"CONTRATACION DE EJECIUCION DE OBRA: : ¿RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL CA-659. EMP. CA-657 - LA BERMEJA (PUENTE SAN JUAN)- SAN JUAN-LOS OLIVOS EN EL CENTRO POBLADO LA BERMEJA, DISTRITO DE TABACONAS, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA¿ 2677560",,Licitación Pública Abreviada,works,1896088.14,PEN,1896088.14,2026-07-31T16:41:00-05:00,7.0,False,1896088.14,PE-CONSUCODE-706,MUNICIPALIDAD DISTRITAL DE TABACONAS,2026-07,12,2026-08-01T10:19:37.329767-05:00,2026-09-23T10:18:06.932016-05:00,CAJAMARCA,SAN IGNACIO,TABACONAS,7,7,1,1760539.79,CONSORCIO CARPIO,PE-RUC-1820275,1,1760539.79,2026-08-24T00:00:00-05:00
ocds-dgv273-seacev3-1232763,2026-09-23T10:18:06.915180-05:00,2026-07,1232763,LP-SM-73-2026-ESSALUD/CEABE-1,"CONTRATACIÓN DEL SUMINISTRO DE OXÍGENO MEDICINAL 99-100% (PUREZA) GAS COMPRIMIDO PARA EL PROGRAMA DE ATENCIÓN DOMICILIARIA (PADOMI) Y CONTROL POST HOSPITALARIO ESPECIALIZADO (COPHOES) DE LAS REDES ASISTENCIALES DE ESSALUD LAMBAYEQUE, LA LIBERTAD, ANCASH Y AREQUIPA",open,Licitación Pública,goods,0.0,PEN,0.0,2026-07-09T22:51:00-05:00,,True,,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-07,12,2026-07-10T10:42:11.927996-05:00,2026-09-23T10:18:06.915180-05:00,LIMA,LIMA,JESUS MARIA,0,0,1,2996992.8,,,0,,
ocds-dgv273-seacev3-2026-2543-674,2026-09-23T10:18:06.895611-05:00,2026-08,1245807,LP-SM-1-2026-ESSALUD/RAPUNO-1,"ADQUISICIÓN DE REACTIVOS DE BIOQUIMICA CON EQUIPO EN CESIÓN DE USO, PARA EL SERVICIO DE PATOLOGIA CLINICA Y ANATOMIA PATOLOGICA DEL HOSPITAL BASE III PUNO",open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-31T15:07:00-05:00,,True,,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08,13,2026-09-01T10:23:58.194500-05:00,2026-09-23T10:18:06.895611-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1244929,2026-09-23T10:18:06.875961-05:00,2026-08,1244929,LP-SM-1-2026-COMITE/MDP-1,CONTRATACIÓN DE MALLA GANADERA CON POSTES METÁLICOS PARA EL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA CADENA PRODUCTIVA DE ALPACAS DEL DISTRITO DE PITUMARCA DE LA PROVINCIA DE CANCHIS DEL DEPARTAMENTO DE CUSCO,open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-26T20:41:00-05:00,,True,,PE-CONSUCODE-793,MUNICIPALIDAD DISTRITAL DE PITUMARCA,2026-08,22,2026-08-27T10:33:26.106349-05:00,2026-09-23T10:18:06.875961-05:00,CUSCO,CANCHIS,PITUMARCA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1234376,2026-09-23T10:18:06.861880-05:00,2026-07,1234376,CP-ABR-6-2025-OEFA-3,CONTRATACIÓN DEL SERVICIO DE ENSAYO DE MUESTRAS DE CALIDAD DE AIRE,,Concurso Público Abreviado,services,1990100.0,PEN,1990100.0,2026-07-15T23:33:00-05:00,9.0,False,,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,2026-07,43,2026-07-16T10:26:15.298772-05:00,2026-09-23T10:18:06.861880-05:00,LIMA,LIMA,SAN ISIDRO,9,9,1,1502726.5,SGS DEL PERU S.A.C.,PE-RUC-20100114349,0,,
ocds-dgv273-seacev3-2026-200520-11,2026-09-23T10:18:06.778062-05:00,2026-07,1236806,CP-ABR-5-2026-CSJCL/PJ-1,SERVICIO DE LIMPIEZA Y PINTADO DE FACHADAS,,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-07-24T16:57:00-05:00,85.0,True,,PE-CONSUCODE-200520,CORTE SUPERIOR DE JUSTICIA DEL CALLAO,2026-07,34,2026-07-25T10:12:55.669004-05:00,2026-09-23T10:18:06.778062-05:00,CALLAO,CALLAO,CALLAO,85,85,1,113900.0,CONTRATISTAS Y CONSULTORES RIMBALDO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PE-RUC-20601080436,0,,
ocds-dgv273-seacev3-1243113,2026-09-23T10:18:06.731397-05:00,2026-08,1243113,CONV-PROC-18-2026-UNALM-1,ADQUISICION DE DOS (02) MICROESTACIONES METEOROLOGICAS PARA EL LABORATORIO DE MICROBIANA Y BIOTECNOLOGIA DE LA UNIVERSIDAD NACIONAL AGRARIA DE LA MOLINA,open,Convenio,goods,8500.0,PEN,8500.0,2026-08-20T17:43:00-05:00,3.0,False,,PE-CONSUCODE-1886,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,2026-08,17,2026-08-21T10:31:12.064243-05:00,2026-09-23T10:18:06.731397-05:00,LIMA,LIMA,LA MOLINA,3,3,1,8500.0,TECNOMAB SOLUCIONES GENERALES S.A.C. - TECNOMAB S.A.C.,PE-RUC-20551759696,0,,
ocds-dgv273-seacev3-1238495,2026-09-23T10:18:06.714795-05:00,2026-08,1238495,CP SER-SM-2-2026-SIMA PERU-1,SERVICIO DE LIMPIEZA Y SEGREGACION DE RESIDUOS DEL ASTILLERO,,Concurso Público de Servicios,services,537409.88,PEN,537409.88,2026-08-04T11:50:00-05:00,23.0,False,,PE-CONSUCODE-2439,SERVICIO INDUSTRIAL DE LA MARINA S.A.,2026-08,30,2026-08-05T10:26:24.210190-05:00,2026-09-23T10:18:06.714795-05:00,CALLAO,CALLAO,CALLAO,23,23,1,419997.72,FAMAX SERVICES S.A.C.,PE-RUC-20600782216,0,,
ocds-dgv273-seacev3-1242105,2026-09-23T10:18:06.708122-05:00,2026-08,1242105,LP-ABR-18-2026-DEVIDA-1,"ADQUISICIÓN DE MELAZA DE CAÑA PARA LA ACTIVIDAD ¿ASISTENCIA TÉCNICA PARA LA DIVERSIFICACIÓN PRODUCTIVA DE BIENES Y SERVICIOS ALTERNATIVOS SOSTENIBLES CÍTRICOS-CAFÉ-PLÁTANO-CACAO¿, EN EL ÁMBITO DE LA OFICINA ZONAL TARAPOTO",,Licitación Pública Abreviada,goods,0.0,PEN,0.0,2026-08-17T19:52:00-05:00,,True,,PE-CONSUCODE-10141,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,2026-08,28,2026-08-18T10:20:58.759461-05:00,2026-09-23T10:18:06.708122-05:00,LIMA,LIMA,MIRAFLORES,0,0,0,,,,0,,
